주문일,플랫폼,주문건수,주문금액,수수료,취소금액,재주문건수,평균평점
2026-05-03,배달의민족,4,96200,12990,0,2,4.5
2026-05-03,쿠팡이츠,1,35900,4850,0,0,4.7
2026-05-04,배달의민족,3,74000,9990,0,1,4.6
2026-05-04,쿠팡이츠,1,33700,4550,0,0,4.9
2026-05-05,배달의민족,4,99300,13410,0,2,4.7
2026-05-05,쿠팡이츠,2,48400,6530,0,1,4.7
2026-05-06,배달의민족,4,90700,12240,0,2,4.8
2026-05-06,쿠팡이츠,2,37300,5040,1500,1,4.8
2026-05-07,배달의민족,5,110000,14850,0,2,4.5
2026-05-07,쿠팡이츠,2,49300,6660,0,1,4.6
2026-05-08,배달의민족,5,116500,15730,0,2,4.6
2026-05-08,쿠팡이츠,2,49200,6640,0,1,4.6
2026-05-09,배달의민족,5,121600,16420,0,2,4.9
2026-05-09,쿠팡이츠,3,63500,8570,0,1,4.5
2026-05-10,배달의민족,4,106900,14430,0,1,4.7
2026-05-10,쿠팡이츠,2,42800,5780,0,1,4.7
2026-05-12,배달의민족,4,84600,11420,0,2,4.6
2026-05-12,쿠팡이츠,2,45100,6090,0,1,4.8
2026-05-13,배달의민족,3,74000,9990,0,1,4.7
2026-05-13,쿠팡이츠,1,27400,3700,0,0,4.6
2026-05-14,배달의민족,4,88300,11920,0,1,4.7
2026-05-14,쿠팡이츠,1,30900,4170,0,0,4.5
2026-05-15,배달의민족,5,126200,17040,0,2,4.7
2026-05-15,쿠팡이츠,2,47000,6350,0,1,4.6
2026-05-16,배달의민족,4,100300,13540,0,1,4.6
2026-05-16,쿠팡이츠,2,59300,8010,0,1,4.5
2026-05-17,배달의민족,4,87200,11770,0,1,4.8
2026-05-17,쿠팡이츠,2,44000,5940,1800,1,4.7
2026-05-18,배달의민족,4,87300,11790,0,2,4.5
2026-05-18,쿠팡이츠,1,33600,4540,0,0,4.8
2026-05-19,배달의민족,3,65500,8840,0,1,4.7
2026-05-19,쿠팡이츠,2,36800,4970,0,1,4.6
2026-05-20,배달의민족,3,82500,11140,0,1,4.7
2026-05-20,쿠팡이츠,1,26000,3510,0,0,4.8
2026-05-21,배달의민족,5,110800,14960,0,2,4.7
2026-05-21,쿠팡이츠,1,35900,4850,1400,0,4.7
2026-05-22,배달의민족,5,129000,17420,0,2,4.9
2026-05-22,쿠팡이츠,3,62700,8460,2500,1,4.7
2026-05-23,배달의민족,6,137400,18550,0,3,4.7
2026-05-23,쿠팡이츠,2,55400,7480,0,1,4.9
2026-05-24,배달의민족,4,102100,13780,0,1,4.7
2026-05-24,쿠팡이츠,2,47900,6470,0,1,4.7
2026-05-26,배달의민족,4,87900,11870,3500,2,4.7
2026-05-26,쿠팡이츠,2,44700,6030,0,1,4.8
2026-05-27,배달의민족,4,92500,12490,0,2,4.6
2026-05-27,쿠팡이츠,2,50000,6750,0,1,4.7
2026-05-28,배달의민족,5,116700,15750,0,2,4.5
2026-05-28,쿠팡이츠,2,39900,5390,0,1,4.8
2026-05-29,배달의민족,6,143700,19400,0,2,4.7
2026-05-29,쿠팡이츠,3,76900,10380,0,1,4.6
2026-05-30,배달의민족,5,111600,15070,0,2,4.7
2026-05-30,쿠팡이츠,2,39900,5390,0,1,4.9
2026-05-31,배달의민족,5,115800,15630,0,2,4.7
2026-05-31,쿠팡이츠,2,52000,7020,0,1,4.7
2026-06-01,배달의민족,2,57000,7700,0,1,4.6
2026-06-01,쿠팡이츠,1,27600,3730,0,0,4.6
2026-06-02,배달의민족,3,80400,10850,0,1,4.6
2026-06-02,쿠팡이츠,1,32000,4320,0,0,4.6
2026-06-03,배달의민족,4,102700,13860,0,1,4.6
2026-06-03,쿠팡이츠,1,31400,4240,0,0,4.5
2026-06-04,배달의민족,4,85900,11600,0,2,4.7
2026-06-04,쿠팡이츠,2,42700,5760,0,1,4.7
2026-06-05,배달의민족,6,155100,20940,0,3,4.7
2026-06-05,쿠팡이츠,4,85000,11480,0,1,4.8
2026-06-06,배달의민족,5,128400,17330,5100,2,4.6
2026-06-06,쿠팡이츠,2,47600,6430,0,1,4.7
2026-06-07,배달의민족,3,82300,11110,0,1,4.5
2026-06-07,쿠팡이츠,2,40600,5480,0,1,4.7
2026-06-09,배달의민족,4,100300,13540,0,1,4.8
2026-06-09,쿠팡이츠,2,47300,6390,0,1,4.6
2026-06-10,배달의민족,4,102500,13840,0,1,4.7
2026-06-10,쿠팡이츠,2,36700,4950,0,1,4.6
2026-06-11,배달의민족,5,120000,16200,0,2,4.7
2026-06-11,쿠팡이츠,2,47700,6440,1900,1,4.5
2026-06-12,배달의민족,5,130800,17660,0,2,4.9
2026-06-12,쿠팡이츠,3,73300,9900,0,1,4.6
2026-06-13,배달의민족,5,111300,15030,0,2,4.8
2026-06-13,쿠팡이츠,2,49100,6630,0,1,4.7
2026-06-14,배달의민족,3,61700,8330,0,1,4.9
2026-06-14,쿠팡이츠,1,31200,4210,0,0,4.8
2026-06-15,배달의민족,4,97400,13150,0,1,4.7
2026-06-15,쿠팡이츠,1,32500,4390,0,0,4.6
2026-06-16,배달의민족,3,75500,10190,0,1,4.7
2026-06-16,쿠팡이츠,2,36400,4910,1500,1,4.5
2026-06-17,배달의민족,4,97800,13200,0,2,4.5
2026-06-17,쿠팡이츠,2,49600,6700,0,1,4.8
2026-06-18,배달의민족,5,127800,17250,0,2,4.9
2026-06-18,쿠팡이츠,3,62000,8370,0,1,4.8
2026-06-19,배달의민족,6,144800,19550,0,2,4.5
2026-06-19,쿠팡이츠,3,63800,8610,0,1,4.6
2026-06-20,배달의민족,5,123400,16660,0,2,4.7
2026-06-20,쿠팡이츠,3,67100,9060,0,1,4.6
2026-06-21,배달의민족,2,52900,7140,0,1,4.8
2026-06-23,배달의민족,4,104600,14120,0,1,4.6
2026-06-23,쿠팡이츠,2,39600,5350,0,1,4.6
2026-06-24,배달의민족,4,90800,12260,0,2,4.6
2026-06-24,쿠팡이츠,1,33500,4520,0,0,4.9
2026-06-25,배달의민족,3,77500,10460,0,1,4.8
2026-06-25,쿠팡이츠,1,31500,4250,0,0,4.6
2026-06-26,배달의민족,6,141400,19090,0,2,4.8
2026-06-26,쿠팡이츠,2,45500,6140,0,1,4.7
2026-06-27,배달의민족,5,114400,15440,0,2,4.7
2026-06-27,쿠팡이츠,2,55500,7490,0,1,4.8
2026-06-28,배달의민족,3,82600,11150,0,1,4.8
2026-06-28,쿠팡이츠,2,39900,5390,0,1,4.6
2026-06-29,배달의민족,4,85500,11540,0,2,4.7
2026-06-29,쿠팡이츠,2,42800,5780,0,1,4.8
2026-06-30,배달의민족,3,65900,8900,0,1,4.7
2026-06-30,쿠팡이츠,1,35800,4830,0,0,4.5
2026-07-01,배달의민족,3,73000,9860,0,1,4.8
2026-07-01,쿠팡이츠,2,36300,4900,0,1,4.6
2026-07-02,배달의민족,5,125500,16940,0,2,4.9
2026-07-02,쿠팡이츠,2,52100,7030,0,1,4.7
2026-07-03,배달의민족,6,142900,19290,0,2,4.7
2026-07-03,쿠팡이츠,2,47700,6440,0,1,4.9
2026-07-04,배달의민족,5,110800,14960,0,2,4.7
2026-07-04,쿠팡이츠,2,51200,6910,0,1,4.8
2026-07-05,배달의민족,4,88500,11950,0,1,4.9
2026-07-05,쿠팡이츠,2,37400,5050,0,1,4.5
2026-07-06,배달의민족,3,69400,9370,0,1,4.7
2026-07-06,쿠팡이츠,1,33100,4470,0,0,4.6
2026-07-07,배달의민족,4,104200,14070,0,1,4.6
2026-07-07,쿠팡이츠,2,50200,6780,0,1,4.6
2026-07-08,배달의민족,4,98500,13300,0,1,4.7
2026-07-08,쿠팡이츠,1,35700,4820,0,0,4.8
2026-07-09,배달의민족,4,105800,14280,0,1,4.6
2026-07-09,쿠팡이츠,2,49600,6700,0,1,4.7
2026-07-10,배달의민족,7,173300,23400,0,3,4.7
2026-07-10,쿠팡이츠,3,62900,8490,2500,1,4.8
2026-07-11,배달의민족,5,126100,17020,0,2,4.8
2026-07-11,쿠팡이츠,2,50900,6870,0,1,4.7
2026-07-12,배달의민족,4,85200,11500,0,1,4.8
2026-07-12,쿠팡이츠,2,44000,5940,0,1,4.9
2026-07-14,배달의민족,4,94800,12800,0,2,4.8
2026-07-14,쿠팡이츠,2,43900,5930,1800,1,4.7
2026-07-15,배달의민족,4,102000,13770,0,2,4.6
2026-07-15,쿠팡이츠,2,55400,7480,0,1,4.7
2026-07-16,배달의민족,4,105800,14280,0,2,4.9
2026-07-16,쿠팡이츠,2,46700,6300,0,1,4.7
2026-07-17,배달의민족,7,176000,23760,0,3,4.8
2026-07-17,쿠팡이츠,3,73500,9920,0,1,4.6
2026-07-18,배달의민족,5,128500,17350,0,2,4.9
2026-07-18,쿠팡이츠,2,49100,6630,0,1,4.6
2026-07-19,배달의민족,4,97200,13120,0,2,4.9
2026-07-19,쿠팡이츠,2,47300,6390,1900,1,4.9
2026-07-20,배달의민족,4,103800,14010,0,1,4.5
2026-07-20,쿠팡이츠,1,32200,4350,1300,0,4.6
2026-07-21,배달의민족,5,109500,14780,0,2,4.9
2026-07-21,쿠팡이츠,2,40800,5510,0,1,4.9
2026-07-22,배달의민족,4,91800,12390,0,1,4.8
2026-07-22,쿠팡이츠,2,46500,6280,0,1,4.7
2026-07-23,배달의민족,4,94500,12760,0,2,4.8
2026-07-23,쿠팡이츠,2,46900,6330,1900,1,4.7
2026-07-24,배달의민족,6,133000,17960,0,2,4.6
2026-07-24,쿠팡이츠,3,65300,8820,0,1,4.6
2026-07-25,배달의민족,5,108100,14590,0,2,4.6
2026-07-25,쿠팡이츠,2,37800,5100,0,1,4.6
2026-07-26,배달의민족,3,66600,8990,0,1,4.5
2026-07-26,쿠팡이츠,1,30300,4090,0,0,4.6
2026-07-28,배달의민족,4,84800,11450,0,1,4.6
2026-07-28,쿠팡이츠,1,33300,4500,0,0,4.8
2026-07-29,배달의민족,4,84200,11370,0,2,4.5
2026-07-29,쿠팡이츠,2,40400,5450,0,1,4.5
2026-07-30,배달의민족,4,97300,13140,3900,2,4.8
2026-07-30,쿠팡이츠,2,39900,5390,0,1,4.7
2026-07-31,배달의민족,5,121300,16380,0,2,4.8
2026-07-31,쿠팡이츠,2,57000,7700,0,1,4.8
2026-08-01,배달의민족,4,106700,14400,0,2,4.7
2026-08-01,쿠팡이츠,2,58300,7870,0,1,4.6
2026-08-02,배달의민족,4,93700,12650,0,2,4.6
2026-08-02,쿠팡이츠,2,43900,5930,0,1,4.6
2026-08-03,배달의민족,4,93500,12620,0,1,4.8
2026-08-03,쿠팡이츠,2,46900,6330,0,1,4.8
2026-08-04,배달의민족,4,98300,13270,0,1,4.7
2026-08-04,쿠팡이츠,2,38600,5210,0,1,4.7
2026-08-05,배달의민족,4,101100,13650,0,1,4.8
2026-08-05,쿠팡이츠,1,34500,4660,0,0,4.6
2026-08-06,배달의민족,5,114000,15390,0,2,4.6
2026-08-06,쿠팡이츠,2,57600,7780,0,1,4.9
2026-08-07,배달의민족,5,114000,15390,0,2,4.9
2026-08-07,쿠팡이츠,2,59600,8050,0,1,4.6
2026-08-08,배달의민족,5,111400,15040,0,2,4.5
2026-08-08,쿠팡이츠,2,43800,5910,0,1,4.9
2026-08-09,배달의민족,5,110500,14920,0,2,4.5
2026-08-09,쿠팡이츠,2,40400,5450,0,1,4.7
2026-08-11,배달의민족,4,97000,13100,3900,1,4.8
2026-08-11,쿠팡이츠,2,44500,6010,0,1,4.9
2026-08-12,배달의민족,4,106700,14400,0,2,4.8
2026-08-12,쿠팡이츠,2,47700,6440,0,1,4.6
2026-08-13,배달의민족,4,101600,13720,0,2,4.6
2026-08-13,쿠팡이츠,2,40000,5400,0,1,4.8
2026-08-14,배달의민족,6,149200,20140,0,3,4.6
2026-08-14,쿠팡이츠,3,77900,10520,0,1,4.6
2026-08-15,배달의민족,5,110000,14850,0,2,4.6
2026-08-15,쿠팡이츠,2,56800,7670,0,1,4.9
2026-08-16,배달의민족,3,81900,11060,0,1,4.7
2026-08-16,쿠팡이츠,1,30200,4080,0,0,4.7
2026-08-17,배달의민족,3,61400,8290,0,1,4.8
2026-08-17,쿠팡이츠,1,30100,4060,0,0,4.6
2026-08-18,배달의민족,3,76000,10260,0,1,4.7
2026-08-18,쿠팡이츠,2,42400,5720,0,1,4.6
2026-08-19,배달의민족,5,125900,17000,0,2,4.9
2026-08-19,쿠팡이츠,2,42700,5760,0,1,4.7
2026-08-20,배달의민족,5,109800,14820,0,2,4.8
2026-08-20,쿠팡이츠,2,56000,7560,0,1,4.9
2026-08-21,배달의민족,7,164500,22210,0,2,4.6
2026-08-21,쿠팡이츠,2,57000,7700,0,1,4.5
2026-08-22,배달의민족,5,124000,16740,0,2,4.8
2026-08-22,쿠팡이츠,2,56600,7640,0,1,4.9
2026-08-23,배달의민족,4,98900,13350,0,1,4.7
2026-08-23,쿠팡이츠,2,39600,5350,0,1,4.8
2026-08-25,배달의민족,3,82000,11070,0,1,4.6
2026-08-25,쿠팡이츠,2,39200,5290,0,1,4.6
2026-08-26,배달의민족,3,76200,10290,0,1,4.6
2026-08-26,쿠팡이츠,1,31900,4310,0,0,4.5
2026-08-27,배달의민족,4,96800,13070,0,1,4.9
2026-08-27,쿠팡이츠,2,51400,6940,0,1,4.6
2026-08-28,배달의민족,5,117700,15890,0,2,4.7
2026-08-28,쿠팡이츠,2,46600,6290,0,1,4.5
2026-08-29,배달의민족,6,154400,20840,0,2,4.7
2026-08-29,쿠팡이츠,3,81200,10960,0,1,4.9
2026-08-30,배달의민족,4,84800,11450,0,2,4.8
2026-08-30,쿠팡이츠,2,49500,6680,0,1,4.7
2026-08-31,배달의민족,4,87100,11760,0,1,4.5
2026-08-31,쿠팡이츠,1,31000,4190,0,0,4.9
