거래일시,입금액,출금액,잔액,거래상대방,적요
2026-02-05 09:00,0,180500,21646230,우리쌀도정,곡물 매입
2026-02-05 10:00,0,2300000,19346230,한빛빌딩 임대,월 임차료
2026-02-05 10:00,0,240000,19106230,관리사무소,공용관리비
2026-02-06 09:12,529930,0,19636160,카드정산사,카드 매출 정산 입금
2026-02-06 20:40,205000,0,19841160,자동입출금기,현금 매출 입금
2026-02-06 08:09,0,227300,19613860,망원시장 상회,식재료비
2026-02-07 09:12,577210,0,20191070,카드정산사,카드 매출 정산 입금
2026-02-07 09:01,0,242500,19948570,망원시장 상회,식재료비
2026-02-08 09:12,674720,0,20623290,카드정산사,카드 매출 정산 입금
2026-02-08 09:36,0,204500,20418790,망원시장 상회,식재료비
2026-02-08 10:23,0,143900,20274890,우리쌀도정,곡물 매입
2026-02-09 09:12,782090,0,21056980,카드정산사,카드 매출 정산 입금
2026-02-09 20:40,54000,0,21110980,자동입출금기,현금 매출 입금
2026-02-10 09:12,408770,0,21519750,카드정산사,카드 매출 정산 입금
2026-02-10 11:30,0,4701000,16818750,급여이체,직원 급여
2026-02-11 09:02,0,161500,16657250,망원시장 상회,식재료비
2026-02-12 09:12,459010,0,17116260,카드정산사,카드 매출 정산 입금
2026-02-12 20:40,157000,0,17273260,자동입출금기,현금 매출 입금
2026-02-13 09:12,601540,0,17874800,카드정산사,카드 매출 정산 입금
2026-02-13 08:46,0,226400,17648400,망원시장 상회,식재료비
2026-02-13 10:01,0,161400,17487000,우리쌀도정,곡물 매입
2026-02-14 09:12,467680,0,17954680,카드정산사,카드 매출 정산 입금
2026-02-14 10:08,0,241500,17713180,망원시장 상회,식재료비
2026-02-14 08:49,0,201600,17511580,우리쌀도정,곡물 매입
2026-02-15 09:12,706240,0,18217820,카드정산사,카드 매출 정산 입금
2026-02-15 20:40,137000,0,18354820,자동입출금기,현금 매출 입금
2026-02-16 09:12,726930,0,19081750,카드정산사,카드 매출 정산 입금
2026-02-17 09:12,614640,0,19696390,카드정산사,카드 매출 정산 입금
2026-02-18 09:12,450140,0,20146530,카드정산사,카드 매출 정산 입금
2026-02-18 20:40,120000,0,20266530,자동입출금기,현금 매출 입금
2026-02-19 09:12,425520,0,20692050,카드정산사,카드 매출 정산 입금
2026-02-20 09:12,546670,0,21238720,카드정산사,카드 매출 정산 입금
2026-02-20 08:01,0,237200,21001520,망원시장 상회,식재료비
2026-02-20 14:00,0,1007000,19994520,기타 운영비,공과금·소모품·수수료
2026-02-21 09:12,538790,0,20533310,카드정산사,카드 매출 정산 입금
2026-02-21 20:40,288000,0,20821310,자동입출금기,현금 매출 입금
2026-02-22 09:12,641230,0,21462540,카드정산사,카드 매출 정산 입금
2026-02-22 09:15,0,197400,21265140,망원시장 상회,식재료비
2026-02-23 09:12,598880,0,21864020,카드정산사,카드 매출 정산 입금
2026-02-24 09:12,553570,0,22417590,카드정산사,카드 매출 정산 입금
2026-02-24 20:40,82000,0,22499590,자동입출금기,현금 매출 입금
2026-02-24 10:27,0,217800,22281790,망원시장 상회,식재료비
2026-02-24 09:49,0,143400,22138390,우리쌀도정,곡물 매입
2026-02-25 10:13,0,240500,21897890,망원시장 상회,식재료비
2026-02-25 10:15,0,155600,21742290,우리쌀도정,곡물 매입
2026-02-25 09:00,0,780000,20962290,한빛은행 대출상환,대출 원리금 상환
2026-02-25 09:00,0,370000,20592290,소상공인정책자금 상환,대출 원리금 상환
2026-02-26 09:12,601830,0,21194120,카드정산사,카드 매출 정산 입금
2026-02-26 10:01,0,219700,20974420,망원시장 상회,식재료비
2026-02-26 08:26,0,203700,20770720,우리쌀도정,곡물 매입
2026-02-27 09:12,555050,0,21325770,카드정산사,카드 매출 정산 입금
2026-02-27 20:40,200000,0,21525770,자동입출금기,현금 매출 입금
2026-02-28 09:12,618580,0,22144350,카드정산사,카드 매출 정산 입금
2026-02-28 09:37,0,219300,21925050,망원시장 상회,식재료비
2026-03-01 09:12,871720,0,22796770,카드정산사,카드 매출 정산 입금
2026-03-01 09:13,0,205600,22591170,한빛수산,수산물 매입
2026-03-02 09:12,637290,0,23228460,카드정산사,카드 매출 정산 입금
2026-03-02 09:33,0,166200,23062260,망원시장 상회,식재료비
2026-03-03 09:12,568340,0,23630600,카드정산사,카드 매출 정산 입금
2026-03-03 20:40,264000,0,23894600,자동입출금기,현금 매출 입금
2026-03-04 09:12,502350,0,24396950,카드정산사,카드 매출 정산 입금
2026-03-04 09:28,0,143900,24253050,망원시장 상회,식재료비
2026-03-05 09:12,362480,0,24615530,카드정산사,카드 매출 정산 입금
2026-03-05 10:12,0,175000,24440530,망원시장 상회,식재료비
2026-03-05 10:00,0,2300000,22140530,한빛빌딩 임대,월 임차료
2026-03-05 10:00,0,240000,21900530,관리사무소,공용관리비
2026-03-06 09:12,682600,0,22583130,카드정산사,카드 매출 정산 입금
2026-03-06 20:40,177000,0,22760130,자동입출금기,현금 매출 입금
2026-03-06 09:38,0,198800,22561330,망원시장 상회,식재료비
2026-03-07 09:12,464920,0,23026250,카드정산사,카드 매출 정산 입금
2026-03-07 09:20,0,150100,22876150,망원시장 상회,식재료비
2026-03-08 09:12,818530,0,23694680,카드정산사,카드 매출 정산 입금
2026-03-08 09:07,0,161800,23532880,한빛수산,수산물 매입
2026-03-09 09:12,822470,0,24355350,카드정산사,카드 매출 정산 입금
2026-03-09 20:40,227000,0,24582350,자동입출금기,현금 매출 입금
2026-03-10 09:12,459990,0,25042340,카드정산사,카드 매출 정산 입금
2026-03-10 09:31,0,185000,24857340,망원시장 상회,식재료비
2026-03-10 11:30,0,5103000,19754340,급여이체,직원 급여
2026-03-11 09:57,0,223900,19530440,망원시장 상회,식재료비
2026-03-11 10:54,0,143100,19387340,우리쌀도정,곡물 매입
2026-03-12 09:12,604790,0,19992130,카드정산사,카드 매출 정산 입금
2026-03-12 20:40,315000,0,20307130,자동입출금기,현금 매출 입금
2026-03-12 10:51,0,169200,20137930,망원시장 상회,식재료비
2026-03-13 09:12,548640,0,20686570,카드정산사,카드 매출 정산 입금
2026-03-13 08:37,0,154500,20532070,망원시장 상회,식재료비
2026-03-14 09:12,455070,0,20987140,카드정산사,카드 매출 정산 입금
2026-03-14 08:58,0,177500,20809640,망원시장 상회,식재료비
2026-03-15 09:12,593950,0,21403590,카드정산사,카드 매출 정산 입금
2026-03-15 20:40,318000,0,21721590,자동입출금기,현금 매출 입금
2026-03-15 10:25,0,164300,21557290,망원시장 상회,식재료비
2026-03-16 09:12,616610,0,22173900,카드정산사,카드 매출 정산 입금
2026-03-16 08:25,0,184100,21989800,망원시장 상회,식재료비
2026-03-17 09:12,422560,0,22412360,카드정산사,카드 매출 정산 입금
2026-03-17 08:09,0,144500,22267860,우리쌀도정,곡물 매입
2026-03-18 09:12,575240,0,22843100,카드정산사,카드 매출 정산 입금
2026-03-18 20:40,62000,0,22905100,자동입출금기,현금 매출 입금
2026-03-18 10:36,0,175600,22729500,한빛수산,수산물 매입
2026-03-19 09:12,417640,0,23147140,카드정산사,카드 매출 정산 입금
2026-03-19 08:03,0,232900,22914240,망원시장 상회,식재료비
2026-03-20 09:12,603800,0,23518040,카드정산사,카드 매출 정산 입금
2026-03-20 09:54,0,168300,23349740,망원시장 상회,식재료비
2026-03-20 14:00,0,1094000,22255740,기타 운영비,공과금·소모품·수수료
2026-03-21 09:12,629120,0,22884860,카드정산사,카드 매출 정산 입금
2026-03-21 20:40,282000,0,23166860,자동입출금기,현금 매출 입금
2026-03-21 08:35,0,175400,22991460,망원시장 상회,식재료비
2026-03-21 09:12,0,163400,22828060,우리쌀도정,곡물 매입
2026-03-22 09:12,609030,0,23437090,카드정산사,카드 매출 정산 입금
2026-03-22 10:18,0,206500,23230590,망원시장 상회,식재료비
2026-03-22 08:27,0,220000,23010590,한빛수산,수산물 매입
2026-03-23 09:12,506290,0,23516880,카드정산사,카드 매출 정산 입금
2026-03-24 09:12,374300,0,23891180,카드정산사,카드 매출 정산 입금
2026-03-24 20:40,26000,0,23917180,자동입출금기,현금 매출 입금
2026-03-24 10:41,0,193200,23723980,망원시장 상회,식재료비
2026-03-24 09:26,0,147400,23576580,한빛수산,수산물 매입
2026-03-25 08:58,0,217100,23359480,한빛수산,수산물 매입
2026-03-25 09:31,0,151500,23207980,우리쌀도정,곡물 매입
2026-03-25 09:00,0,780000,22427980,한빛은행 대출상환,대출 원리금 상환
2026-03-25 09:00,0,370000,22057980,소상공인정책자금 상환,대출 원리금 상환
2026-03-26 09:12,638280,0,22696260,카드정산사,카드 매출 정산 입금
2026-03-26 10:31,0,212400,22483860,망원시장 상회,식재료비
2026-03-27 09:12,397940,0,22881800,카드정산사,카드 매출 정산 입금
2026-03-27 20:40,152000,0,23033800,자동입출금기,현금 매출 입금
2026-03-27 08:21,0,159700,22874100,망원시장 상회,식재료비
2026-03-28 09:12,539780,0,23413880,카드정산사,카드 매출 정산 입금
2026-03-28 08:40,0,151600,23262280,망원시장 상회,식재료비
2026-03-29 09:12,589030,0,23851310,카드정산사,카드 매출 정산 입금
2026-03-30 09:12,765340,0,24616650,카드정산사,카드 매출 정산 입금
2026-03-30 20:40,163000,0,24779650,자동입출금기,현금 매출 입금
2026-03-30 09:50,0,204800,24574850,한빛수산,수산물 매입
2026-03-31 09:12,413700,0,24988550,카드정산사,카드 매출 정산 입금
2026-03-31 10:28,0,185600,24802950,망원시장 상회,식재료비
2026-03-31 09:41,0,162100,24640850,한빛수산,수산물 매입
2026-04-01 09:12,396950,0,25037800,카드정산사,카드 매출 정산 입금
2026-04-01 10:43,0,180900,24856900,한빛수산,수산물 매입
2026-04-01 10:47,0,138900,24718000,우리쌀도정,곡물 매입
2026-04-02 09:12,607740,0,25325740,카드정산사,카드 매출 정산 입금
2026-04-02 10:17,0,213100,25112640,망원시장 상회,식재료비
2026-04-03 09:12,547660,0,25660300,카드정산사,카드 매출 정산 입금
2026-04-03 20:40,171000,0,25831300,자동입출금기,현금 매출 입금
2026-04-03 09:15,0,239600,25591700,망원시장 상회,식재료비
2026-04-03 09:41,0,178500,25413200,한빛수산,수산물 매입
2026-04-04 09:12,558490,0,25971690,카드정산사,카드 매출 정산 입금
2026-04-04 09:16,0,209800,25761890,망원시장 상회,식재료비
2026-04-04 09:39,0,220600,25541290,한빛수산,수산물 매입
2026-04-04 08:31,0,179700,25361590,우리쌀도정,곡물 매입
2026-04-05 09:12,749580,0,26111170,카드정산사,카드 매출 정산 입금
2026-04-05 08:20,0,199200,25911970,망원시장 상회,식재료비
2026-04-05 08:37,0,141900,25770070,우리쌀도정,곡물 매입
2026-04-05 10:00,0,2300000,23470070,한빛빌딩 임대,월 임차료
2026-04-05 10:00,0,240000,23230070,관리사무소,공용관리비
2026-04-06 09:12,683590,0,23913660,카드정산사,카드 매출 정산 입금
2026-04-06 20:40,192000,0,24105660,자동입출금기,현금 매출 입금
2026-04-06 10:19,0,151600,23954060,망원시장 상회,식재료비
2026-04-06 09:19,0,206700,23747360,우리쌀도정,곡물 매입
2026-04-07 09:12,421780,0,24169140,카드정산사,카드 매출 정산 입금
2026-04-07 09:45,0,190600,23978540,망원시장 상회,식재료비
2026-04-08 09:12,549630,0,24528170,카드정산사,카드 매출 정산 입금
2026-04-08 09:37,0,194700,24333470,한빛수산,수산물 매입
2026-04-09 09:12,573270,0,24906740,카드정산사,카드 매출 정산 입금
2026-04-09 20:40,178000,0,25084740,자동입출금기,현금 매출 입금
2026-04-09 08:26,0,218400,24866340,망원시장 상회,식재료비
2026-04-09 08:30,0,171900,24694440,한빛수산,수산물 매입
2026-04-10 09:12,438320,0,25132760,카드정산사,카드 매출 정산 입금
2026-04-10 09:39,0,194000,24938760,망원시장 상회,식재료비
2026-04-10 10:34,0,146900,24791860,한빛수산,수산물 매입
2026-04-10 09:56,0,174700,24617160,우리쌀도정,곡물 매입
2026-04-10 11:30,0,5061000,19556160,급여이체,직원 급여
2026-04-11 09:12,581150,0,20137310,카드정산사,카드 매출 정산 입금
2026-04-11 10:44,0,203700,19933610,망원시장 상회,식재료비
2026-04-12 09:12,770270,0,20703880,카드정산사,카드 매출 정산 입금
2026-04-12 20:40,143000,0,20846880,자동입출금기,현금 매출 입금
2026-04-12 09:43,0,186600,20660280,망원시장 상회,식재료비
2026-04-13 09:12,750570,0,21410850,카드정산사,카드 매출 정산 입금
2026-04-14 09:12,580160,0,21991010,카드정산사,카드 매출 정산 입금
2026-04-15 20:40,199000,0,22190010,자동입출금기,현금 매출 입금
2026-04-15 08:13,0,233100,21956910,망원시장 상회,식재료비
2026-04-16 09:12,464920,0,22421830,카드정산사,카드 매출 정산 입금
2026-04-16 08:29,0,185800,22236030,망원시장 상회,식재료비
2026-04-16 10:30,0,224300,22011730,한빛수산,수산물 매입
2026-04-17 09:12,441280,0,22453010,카드정산사,카드 매출 정산 입금
2026-04-17 10:28,0,184400,22268610,한빛수산,수산물 매입
2026-04-18 09:12,639260,0,22907870,카드정산사,카드 매출 정산 입금
2026-04-18 20:40,110000,0,23017870,자동입출금기,현금 매출 입금
2026-04-18 08:49,0,225700,22792170,한빛수산,수산물 매입
2026-04-19 09:12,736780,0,23528950,카드정산사,카드 매출 정산 입금
2026-04-19 10:20,0,201900,23327050,한빛수산,수산물 매입
2026-04-20 09:12,689500,0,24016550,카드정산사,카드 매출 정산 입금
2026-04-20 08:14,0,173900,23842650,망원시장 상회,식재료비
2026-04-20 14:00,0,1085000,22757650,기타 운영비,공과금·소모품·수수료
2026-04-21 09:12,500380,0,23258030,카드정산사,카드 매출 정산 입금
2026-04-21 20:40,147000,0,23405030,자동입출금기,현금 매출 입금
2026-04-21 10:02,0,147800,23257230,한빛수산,수산물 매입
2026-04-21 10:40,0,190700,23066530,우리쌀도정,곡물 매입
2026-04-22 09:12,434380,0,23500910,카드정산사,카드 매출 정산 입금
2026-04-23 09:12,379220,0,23880130,카드정산사,카드 매출 정산 입금
2026-04-23 09:15,0,203000,23677130,망원시장 상회,식재료비
2026-04-24 09:12,548450,0,24225580,카드정산사,카드 매출 정산 입금
2026-04-24 20:40,322000,0,24547580,자동입출금기,현금 매출 입금
2026-04-25 09:12,509240,0,25056820,카드정산사,카드 매출 정산 입금
2026-04-25 10:57,0,174400,24882420,한빛수산,수산물 매입
2026-04-25 09:00,0,780000,24102420,한빛은행 대출상환,대출 원리금 상환
2026-04-25 09:00,0,370000,23732420,소상공인정책자금 상환,대출 원리금 상환
2026-04-26 09:12,893390,0,24625810,카드정산사,카드 매출 정산 입금
2026-04-27 09:12,504320,0,25130130,카드정산사,카드 매출 정산 입금
2026-04-27 20:40,109000,0,25239130,자동입출금기,현금 매출 입금
2026-04-28 09:12,486590,0,25725720,카드정산사,카드 매출 정산 입금
2026-04-30 09:12,635320,0,26361040,카드정산사,카드 매출 정산 입금
2026-04-30 20:40,139000,0,26500040,자동입출금기,현금 매출 입금
2026-05-01 09:12,620550,0,27120590,카드정산사,카드 매출 정산 입금
2026-05-01 10:19,0,251400,26869190,망원시장 상회,식재료비
2026-05-01 09:09,0,226200,26642990,한빛수산,수산물 매입
2026-05-02 09:12,454080,0,27097070,카드정산사,카드 매출 정산 입금
2026-05-02 09:58,0,211700,26885370,한빛수산,수산물 매입
2026-05-02 10:04,0,168600,26716770,우리쌀도정,곡물 매입
2026-05-03 09:12,855960,0,27572730,카드정산사,카드 매출 정산 입금
2026-05-03 20:40,110000,0,27682730,자동입출금기,현금 매출 입금
2026-05-03 08:41,0,165600,27517130,한빛수산,수산물 매입
2026-05-03 10:55,0,198700,27318430,우리쌀도정,곡물 매입
2026-05-04 09:12,636310,0,27954740,카드정산사,카드 매출 정산 입금
2026-05-04 10:43,0,242000,27712740,한빛수산,수산물 매입
2026-05-04 08:20,0,194200,27518540,우리쌀도정,곡물 매입
2026-05-05 09:12,555540,0,28074080,카드정산사,카드 매출 정산 입금
2026-05-05 10:15,0,157400,27916680,한빛수산,수산물 매입
2026-05-05 10:00,0,2300000,25616680,한빛빌딩 임대,월 임차료
2026-05-05 10:00,0,240000,25376680,관리사무소,공용관리비
2026-05-06 09:12,473780,0,25850460,카드정산사,카드 매출 정산 입금
2026-05-06 20:40,239000,0,26089460,자동입출금기,현금 매출 입금
2026-05-06 08:51,0,186700,25902760,망원시장 상회,식재료비
2026-05-07 09:12,559970,0,26462730,카드정산사,카드 매출 정산 입금
2026-05-07 09:10,0,172600,26290130,망원시장 상회,식재료비
2026-05-08 09:12,467870,0,26758000,카드정산사,카드 매출 정산 입금
2026-05-08 09:35,0,199300,26558700,망원시장 상회,식재료비
2026-05-09 09:12,628430,0,27187130,카드정산사,카드 매출 정산 입금
2026-05-09 20:40,189000,0,27376130,자동입출금기,현금 매출 입금
2026-05-09 09:03,0,175400,27200730,한빛수산,수산물 매입
2026-05-10 09:12,645170,0,27845900,카드정산사,카드 매출 정산 입금
2026-05-10 09:09,0,219300,27626600,망원시장 상회,식재료비
2026-05-10 10:07,0,167900,27458700,한빛수산,수산물 매입
2026-05-10 10:19,0,214000,27244700,우리쌀도정,곡물 매입
2026-05-10 11:30,0,5510000,21734700,급여이체,직원 급여
2026-05-11 09:12,723290,0,22457990,카드정산사,카드 매출 정산 입금
2026-05-12 09:12,591000,0,23048990,카드정산사,카드 매출 정산 입금
2026-05-12 20:40,77000,0,23125990,자동입출금기,현금 매출 입금
2026-05-12 10:17,0,232000,22893990,망원시장 상회,식재료비
2026-05-12 09:25,0,220700,22673290,한빛수산,수산물 매입
2026-05-13 10:10,0,182800,22490490,망원시장 상회,식재료비
2026-05-14 09:12,560460,0,23050950,카드정산사,카드 매출 정산 입금
2026-05-14 10:08,0,250000,22800950,한빛수산,수산물 매입
2026-05-15 09:12,416650,0,23217600,카드정산사,카드 매출 정산 입금
2026-05-15 20:40,158000,0,23375600,자동입출금기,현금 매출 입금
2026-05-15 09:44,0,237500,23138100,망원시장 상회,식재료비
2026-05-15 10:19,0,177300,22960800,한빛수산,수산물 매입
2026-05-16 09:12,495450,0,23456250,카드정산사,카드 매출 정산 입금
2026-05-16 10:04,0,237400,23218850,망원시장 상회,식재료비
2026-05-16 09:23,0,186700,23032150,한빛수산,수산물 매입
2026-05-17 09:12,825430,0,23857580,카드정산사,카드 매출 정산 입금
2026-05-18 09:12,724960,0,24582540,카드정산사,카드 매출 정산 입금
2026-05-18 20:40,127000,0,24709540,자동입출금기,현금 매출 입금
2026-05-19 09:12,496440,0,25205980,카드정산사,카드 매출 정산 입금
2026-05-19 08:08,0,189100,25016880,한빛수산,수산물 매입
2026-05-20 09:12,482650,0,25499530,카드정산사,카드 매출 정산 입금
2026-05-20 10:40,0,255800,25243730,망원시장 상회,식재료비
2026-05-20 14:00,0,1181000,24062730,기타 운영비,공과금·소모품·수수료
2026-05-21 09:12,471810,0,24534540,카드정산사,카드 매출 정산 입금
2026-05-21 20:40,176000,0,24710540,자동입출금기,현금 매출 입금
2026-05-22 09:12,426500,0,25137040,카드정산사,카드 매출 정산 입금
2026-05-23 09:12,566370,0,25703410,카드정산사,카드 매출 정산 입금
2026-05-23 08:07,0,253200,25450210,망원시장 상회,식재료비
2026-05-24 09:12,752540,0,26202750,카드정산사,카드 매출 정산 입금
2026-05-24 20:40,130000,0,26332750,자동입출금기,현금 매출 입금
2026-05-24 09:09,0,203500,26129250,한빛수산,수산물 매입
2026-05-25 09:12,863840,0,26993090,카드정산사,카드 매출 정산 입금
2026-05-25 09:00,0,780000,26213090,한빛은행 대출상환,대출 원리금 상환
2026-05-25 09:00,0,370000,25843090,소상공인정책자금 상환,대출 원리금 상환
2026-05-26 09:12,601830,0,26444920,카드정산사,카드 매출 정산 입금
2026-05-26 10:55,0,175500,26269420,한빛수산,수산물 매입
2026-05-27 20:40,90000,0,26359420,자동입출금기,현금 매출 입금
2026-05-27 10:40,0,252000,26107420,망원시장 상회,식재료비
2026-05-28 09:12,584100,0,26691520,카드정산사,카드 매출 정산 입금
2026-05-28 09:48,0,194600,26496920,망원시장 상회,식재료비
2026-05-29 09:12,592970,0,27089890,카드정산사,카드 매출 정산 입금
2026-05-29 10:33,0,204400,26885490,망원시장 상회,식재료비
2026-05-30 09:12,626460,0,27511950,카드정산사,카드 매출 정산 입금
2026-05-30 20:40,282000,0,27793950,자동입출금기,현금 매출 입금
2026-05-31 09:12,759430,0,28553380,카드정산사,카드 매출 정산 입금
2026-06-01 09:12,745640,0,29299020,카드정산사,카드 매출 정산 입금
2026-06-01 08:26,0,211500,29087520,망원시장 상회,식재료비
2026-06-02 09:12,661920,0,29749440,카드정산사,카드 매출 정산 입금
2026-06-02 08:03,0,187900,29561540,망원시장 상회,식재료비
2026-06-02 10:14,0,251600,29309940,한빛수산,수산물 매입
2026-06-03 09:12,332930,0,29642870,카드정산사,카드 매출 정산 입금
2026-06-03 20:40,189000,0,29831870,자동입출금기,현금 매출 입금
2026-06-03 10:50,0,181200,29650670,망원시장 상회,식재료비
2026-06-04 09:12,512200,0,30162870,카드정산사,카드 매출 정산 입금
2026-06-04 08:52,0,208400,29954470,망원시장 상회,식재료비
2026-06-04 08:03,0,181500,29772970,한빛수산,수산물 매입
2026-06-05 09:12,539780,0,30312750,카드정산사,카드 매출 정산 입금
2026-06-05 10:00,0,2300000,28012750,한빛빌딩 임대,월 임차료
2026-06-05 10:00,0,240000,27772750,관리사무소,공용관리비
2026-06-06 09:12,619560,0,28392310,카드정산사,카드 매출 정산 입금
2026-06-06 20:40,224000,0,28616310,자동입출금기,현금 매출 입금
2026-06-06 08:42,0,195800,28420510,망원시장 상회,식재료비
2026-06-06 09:37,0,183000,28237510,우리쌀도정,곡물 매입
2026-06-07 09:12,922940,0,29160450,카드정산사,카드 매출 정산 입금
2026-06-07 09:40,0,253200,28907250,망원시장 상회,식재료비
2026-06-07 10:28,0,211200,28696050,한빛수산,수산물 매입
2026-06-08 09:12,763370,0,29459420,카드정산사,카드 매출 정산 입금
2026-06-09 09:12,453100,0,29912520,카드정산사,카드 매출 정산 입금
2026-06-09 20:40,194000,0,30106520,자동입출금기,현금 매출 입금
2026-06-09 10:38,0,214300,29892220,망원시장 상회,식재료비
2026-06-10 10:49,0,164700,29727520,우리쌀도정,곡물 매입
2026-06-10 11:30,0,5286000,24441520,급여이체,직원 급여
2026-06-11 09:12,572280,0,25013800,카드정산사,카드 매출 정산 입금
2026-06-11 10:12,0,221400,24792400,망원시장 상회,식재료비
2026-06-11 09:46,0,175800,24616600,한빛수산,수산물 매입
2026-06-12 09:12,542540,0,25159140,카드정산사,카드 매출 정산 입금
2026-06-12 20:40,297000,0,25456140,자동입출금기,현금 매출 입금
2026-06-12 10:41,0,156800,25299340,망원시장 상회,식재료비
2026-06-12 08:50,0,159400,25139940,한빛수산,수산물 매입
2026-06-13 09:12,746630,0,25886570,카드정산사,카드 매출 정산 입금
2026-06-13 10:32,0,173700,25712870,망원시장 상회,식재료비
2026-06-14 09:12,779130,0,26492000,카드정산사,카드 매출 정산 입금
2026-06-14 10:00,0,153300,26338700,망원시장 상회,식재료비
2026-06-15 09:12,638970,0,26977670,카드정산사,카드 매출 정산 입금
2026-06-15 20:40,49000,0,27026670,자동입출금기,현금 매출 입금
2026-06-15 09:46,0,250600,26776070,망원시장 상회,식재료비
2026-06-15 09:27,0,224600,26551470,한빛수산,수산물 매입
2026-06-16 09:12,446200,0,26997670,카드정산사,카드 매출 정산 입금
2026-06-16 09:08,0,198900,26798770,한빛수산,수산물 매입
2026-06-17 09:12,574250,0,27373020,카드정산사,카드 매출 정산 입금
2026-06-17 09:32,0,225600,27147420,한빛수산,수산물 매입
2026-06-18 09:12,527960,0,27675380,카드정산사,카드 매출 정산 입금
2026-06-18 20:40,224000,0,27899380,자동입출금기,현금 매출 입금
2026-06-18 10:13,0,165400,27733980,망원시장 상회,식재료비
2026-06-19 09:12,573270,0,28307250,카드정산사,카드 매출 정산 입금
2026-06-19 10:17,0,150100,28157150,우리쌀도정,곡물 매입
2026-06-20 09:12,681620,0,28838770,카드정산사,카드 매출 정산 입금
2026-06-20 08:41,0,158800,28679970,망원시장 상회,식재료비
2026-06-20 14:00,0,1133000,27546970,기타 운영비,공과금·소모품·수수료
2026-06-21 09:12,995830,0,28542800,카드정산사,카드 매출 정산 입금
2026-06-21 20:40,222000,0,28764800,자동입출금기,현금 매출 입금
2026-06-21 09:24,0,153500,28611300,한빛수산,수산물 매입
2026-06-22 09:12,727910,0,29339210,카드정산사,카드 매출 정산 입금
2026-06-23 09:12,322090,0,29661300,카드정산사,카드 매출 정산 입금
2026-06-23 09:54,0,152700,29508600,망원시장 상회,식재료비
2026-06-23 08:19,0,186000,29322600,한빛수산,수산물 매입
2026-06-24 20:40,68000,0,29390600,자동입출금기,현금 매출 입금
2026-06-24 09:12,0,237800,29152800,망원시장 상회,식재료비
2026-06-24 10:26,0,172100,28980700,한빛수산,수산물 매입
2026-06-25 09:12,621530,0,29602230,카드정산사,카드 매출 정산 입금
2026-06-25 08:30,0,222100,29380130,망원시장 상회,식재료비
2026-06-25 09:16,0,219400,29160730,한빛수산,수산물 매입
2026-06-25 09:00,0,780000,28380730,한빛은행 대출상환,대출 원리금 상환
2026-06-25 09:00,0,370000,28010730,소상공인정책자금 상환,대출 원리금 상환
2026-06-26 09:12,516140,0,28526870,카드정산사,카드 매출 정산 입금
2026-06-27 09:12,531900,0,29058770,카드정산사,카드 매출 정산 입금
2026-06-27 20:40,166000,0,29224770,자동입출금기,현금 매출 입금
2026-06-27 09:02,0,189700,29035070,망원시장 상회,식재료비
2026-06-28 09:12,723970,0,29759040,카드정산사,카드 매출 정산 입금
2026-06-29 09:12,647930,0,30406970,카드정산사,카드 매출 정산 입금
2026-06-30 09:12,537810,0,30944780,카드정산사,카드 매출 정산 입금
2026-06-30 20:40,102000,0,31046780,자동입출금기,현금 매출 입금
2026-07-01 09:12,522050,0,31568830,카드정산사,카드 매출 정산 입금
2026-07-01 09:30,0,155200,31413630,우리쌀도정,곡물 매입
2026-07-02 09:12,454080,0,31867710,카드정산사,카드 매출 정산 입금
2026-07-02 09:27,0,216300,31651410,망원시장 상회,식재료비
2026-07-02 08:49,0,203400,31448010,한빛수산,수산물 매입
2026-07-03 09:12,495450,0,31943460,카드정산사,카드 매출 정산 입금
2026-07-03 20:40,118000,0,32061460,자동입출금기,현금 매출 입금
2026-07-03 10:26,0,259900,31801560,망원시장 상회,식재료비
2026-07-03 09:45,0,191800,31609760,우리쌀도정,곡물 매입
2026-07-04 09:12,641230,0,32250990,카드정산사,카드 매출 정산 입금
2026-07-05 09:12,838140,0,33089130,카드정산사,카드 매출 정산 입금
2026-07-05 10:00,0,2300000,30789130,한빛빌딩 임대,월 임차료
2026-07-05 10:00,0,240000,30549130,관리사무소,공용관리비
2026-07-06 09:12,618580,0,31167710,카드정산사,카드 매출 정산 입금
2026-07-06 20:40,191000,0,31358710,자동입출금기,현금 매출 입금
2026-07-06 09:53,0,252500,31106210,망원시장 상회,식재료비
2026-07-06 09:12,0,219800,30886410,우리쌀도정,곡물 매입
2026-07-07 09:12,554550,0,31440960,카드정산사,카드 매출 정산 입금
2026-07-08 09:12,419610,0,31860570,카드정산사,카드 매출 정산 입금
2026-07-08 10:20,0,255700,31604870,한빛수산,수산물 매입
2026-07-08 08:23,0,173600,31431270,우리쌀도정,곡물 매입
2026-07-09 09:12,631380,0,32062650,카드정산사,카드 매출 정산 입금
2026-07-09 20:40,134000,0,32196650,자동입출금기,현금 매출 입금
2026-07-09 09:33,0,242400,31954250,망원시장 상회,식재료비
2026-07-10 09:12,531900,0,32486150,카드정산사,카드 매출 정산 입금
2026-07-10 08:31,0,226500,32259650,망원시장 상회,식재료비
2026-07-10 09:14,0,175600,32084050,한빛수산,수산물 매입
2026-07-10 11:30,0,5769000,26315050,급여이체,직원 급여
