영업일,결제시각,주문금액,결제수단,메뉴,수량,취소환불액
2025-10-11,19:25,26000,카드,들기름 고등어 한상,2,0
2025-10-11,19:30,42000,카드,묵은지 김치찜,2,0
2025-10-11,19:37,13000,카드,들기름 고등어 한상,1,0
2025-10-11,19:38,15000,카드,제철 반상,1,0
2025-10-11,19:47,15000,간편결제,제철 반상,1,0
2025-10-11,20:05,6000,카드,계란말이 추가,1,0
2025-10-11,20:06,13000,카드,들기름 고등어 한상,1,0
2025-10-11,20:31,6000,현금,계란말이 추가,1,0
2025-10-11,20:40,17000,간편결제,소복 정식,1,0
2025-10-11,20:44,13000,간편결제,들기름 고등어 한상,1,0
2025-10-11,20:51,15000,카드,제철 반상,1,0
2025-10-12,11:02,13000,카드,들기름 고등어 한상,1,0
2025-10-12,11:15,26000,카드,보리굴비 정식,1,0
2025-10-12,11:32,12000,간편결제,계란말이 추가,2,0
2025-10-12,11:40,34000,카드,소복 정식,2,0
2025-10-12,11:43,9000,카드,동치미 국수,1,0
2025-10-12,11:44,52000,간편결제,보리굴비 정식,2,0
2025-10-12,11:55,9000,카드,동치미 국수,1,0
2025-10-12,11:59,13000,카드,들기름 고등어 한상,1,0
2025-10-12,12:36,15000,카드,제철 반상,1,0
2025-10-12,12:53,9000,카드,동치미 국수,1,0
2025-10-12,13:23,15000,간편결제,제철 반상,1,0
2025-10-12,17:05,30000,카드,제철 반상,2,0
2025-10-12,17:35,13000,카드,들기름 고등어 한상,1,0
2025-10-12,17:50,42000,현금,묵은지 김치찜,2,0
2025-10-12,17:50,21000,간편결제,묵은지 김치찜,1,0
2025-10-12,18:00,13000,카드,들기름 고등어 한상,1,0
2025-10-12,18:15,6000,카드,계란말이 추가,1,0
2025-10-12,18:22,21000,카드,묵은지 김치찜,1,0
2025-10-12,18:24,6000,카드,계란말이 추가,1,0
2025-10-12,18:51,78000,카드,보리굴비 정식,3,0
2025-10-12,18:52,6000,카드,계란말이 추가,1,0
2025-10-12,19:38,26000,카드,보리굴비 정식,1,0
2025-10-12,19:50,15000,간편결제,제철 반상,1,0
2025-10-14,11:37,13000,카드,들기름 고등어 한상,1,0
2025-10-14,13:03,52000,카드,보리굴비 정식,2,0
2025-10-14,13:12,17000,간편결제,소복 정식,1,0
2025-10-14,13:17,51000,카드,소복 정식,3,0
2025-10-14,13:41,13000,카드,들기름 고등어 한상,1,0
2025-10-14,13:42,21000,카드,묵은지 김치찜,1,0
2025-10-14,17:00,26000,카드,보리굴비 정식,1,0
2025-10-14,17:11,26000,간편결제,보리굴비 정식,1,0
2025-10-14,17:41,13000,카드,들기름 고등어 한상,1,0
2025-10-14,18:04,17000,카드,소복 정식,1,0
2025-10-14,18:07,17000,카드,소복 정식,1,0
2025-10-14,18:40,9000,카드,동치미 국수,1,0
2025-10-14,18:42,26000,카드,보리굴비 정식,1,0
2025-10-14,18:44,21000,카드,묵은지 김치찜,1,0
2025-10-14,18:58,13000,카드,들기름 고등어 한상,1,0
2025-10-14,19:06,9000,카드,동치미 국수,1,0
2025-10-14,19:09,6000,카드,계란말이 추가,1,0
2025-10-14,19:10,12000,현금,계란말이 추가,2,0
2025-10-14,19:17,15000,카드,제철 반상,1,0
2025-10-14,19:43,9000,카드,동치미 국수,1,0
2025-10-14,20:20,21000,카드,묵은지 김치찜,1,0
2025-10-14,20:21,6000,현금,계란말이 추가,1,0
2025-10-14,20:47,17000,카드,소복 정식,1,0
2025-10-15,11:21,13000,간편결제,들기름 고등어 한상,1,0
2025-10-15,11:26,52000,현금,보리굴비 정식,2,0
2025-10-15,11:30,26000,카드,보리굴비 정식,1,0
2025-10-15,12:00,13000,간편결제,들기름 고등어 한상,1,0
2025-10-15,12:08,52000,카드,보리굴비 정식,2,0
2025-10-15,12:12,26000,카드,보리굴비 정식,1,0
2025-10-15,12:29,9000,카드,동치미 국수,1,0
2025-10-15,12:30,6000,카드,계란말이 추가,1,0
2025-10-15,12:36,63000,카드,묵은지 김치찜,3,0
2025-10-15,12:38,15000,카드,제철 반상,1,0
2025-10-15,12:38,15000,카드,제철 반상,1,0
2025-10-15,12:46,21000,카드,묵은지 김치찜,1,0
2025-10-15,17:11,26000,카드,보리굴비 정식,1,0
2025-10-15,17:22,26000,카드,보리굴비 정식,1,0
2025-10-15,17:31,17000,간편결제,소복 정식,1,0
2025-10-15,17:33,21000,카드,묵은지 김치찜,1,0
2025-10-15,17:41,6000,카드,계란말이 추가,1,0
2025-10-15,17:43,18000,카드,동치미 국수,2,0
2025-10-15,17:45,21000,카드,묵은지 김치찜,1,0
2025-10-15,18:02,27000,카드,동치미 국수,3,0
2025-10-15,18:04,15000,카드,제철 반상,1,0
2025-10-15,18:05,9000,카드,동치미 국수,1,0
2025-10-15,18:54,17000,현금,소복 정식,1,0
2025-10-15,19:03,52000,카드,보리굴비 정식,2,0
2025-10-15,19:34,6000,카드,계란말이 추가,1,0
2025-10-15,19:36,17000,간편결제,소복 정식,1,0
2025-10-15,19:58,21000,카드,묵은지 김치찜,1,0
2025-10-15,20:22,18000,카드,동치미 국수,2,0
2025-10-15,20:29,18000,카드,계란말이 추가,3,0
2025-10-15,20:47,12000,카드,계란말이 추가,2,0
2025-10-15,20:48,52000,카드,보리굴비 정식,2,0
2025-10-16,11:12,9000,카드,동치미 국수,1,0
2025-10-16,11:24,42000,카드,묵은지 김치찜,2,0
2025-10-16,11:24,26000,간편결제,보리굴비 정식,1,0
2025-10-16,11:27,9000,카드,동치미 국수,1,0
2025-10-16,11:38,39000,간편결제,들기름 고등어 한상,3,0
2025-10-16,11:39,9000,카드,동치미 국수,1,0
2025-10-16,11:51,21000,카드,묵은지 김치찜,1,0
2025-10-16,12:03,13000,간편결제,들기름 고등어 한상,1,0
2025-10-16,12:13,26000,카드,보리굴비 정식,1,0
2025-10-16,12:24,15000,카드,제철 반상,1,0
2025-10-16,12:35,17000,카드,소복 정식,1,0
2025-10-16,12:42,52000,카드,보리굴비 정식,2,0
2025-10-16,13:06,21000,간편결제,묵은지 김치찜,1,0
2025-10-16,13:08,21000,현금,묵은지 김치찜,1,21000
2025-10-16,13:55,17000,간편결제,소복 정식,1,0
2025-10-16,17:27,15000,카드,제철 반상,1,0
2025-10-16,17:36,17000,카드,소복 정식,1,0
2025-10-16,18:10,6000,카드,계란말이 추가,1,0
2025-10-16,18:19,42000,카드,묵은지 김치찜,2,0
2025-10-16,18:33,12000,카드,계란말이 추가,2,0
2025-10-16,18:43,6000,카드,계란말이 추가,1,0
2025-10-16,18:55,13000,간편결제,들기름 고등어 한상,1,0
2025-10-16,19:16,9000,카드,동치미 국수,1,0
2025-10-16,19:30,9000,카드,동치미 국수,1,0
2025-10-16,19:32,26000,간편결제,보리굴비 정식,1,0
2025-10-16,20:06,15000,카드,제철 반상,1,0
2025-10-16,20:16,78000,카드,보리굴비 정식,3,0
2025-10-16,20:25,26000,카드,보리굴비 정식,1,0
2025-10-16,20:55,13000,간편결제,들기름 고등어 한상,1,0
2025-10-17,11:19,9000,카드,동치미 국수,1,0
2025-10-17,11:23,30000,카드,제철 반상,2,0
2025-10-17,11:25,18000,카드,동치미 국수,2,0
2025-10-17,11:36,26000,카드,보리굴비 정식,1,0
2025-10-17,11:44,9000,카드,동치미 국수,1,0
2025-10-17,11:46,52000,현금,보리굴비 정식,2,0
2025-10-17,11:48,6000,간편결제,계란말이 추가,1,0
2025-10-17,11:58,13000,카드,들기름 고등어 한상,1,0
2025-10-17,12:14,17000,간편결제,소복 정식,1,0
2025-10-17,12:19,21000,카드,묵은지 김치찜,1,21000
2025-10-17,12:31,78000,카드,보리굴비 정식,3,0
2025-10-17,12:33,9000,카드,동치미 국수,1,0
2025-10-17,12:44,26000,카드,들기름 고등어 한상,2,0
2025-10-17,12:52,78000,카드,보리굴비 정식,3,0
2025-10-17,12:55,15000,카드,제철 반상,1,0
2025-10-17,13:05,51000,간편결제,소복 정식,3,0
2025-10-17,13:05,12000,카드,계란말이 추가,2,0
2025-10-17,13:11,15000,카드,제철 반상,1,0
2025-10-17,13:12,6000,현금,계란말이 추가,1,0
2025-10-17,13:36,21000,카드,묵은지 김치찜,1,0
2025-10-17,13:48,21000,카드,묵은지 김치찜,1,0
2025-10-17,13:50,6000,카드,계란말이 추가,1,0
2025-10-17,17:17,21000,카드,묵은지 김치찜,1,0
2025-10-17,17:27,17000,카드,소복 정식,1,0
2025-10-17,17:28,30000,간편결제,제철 반상,2,0
2025-10-17,18:01,13000,카드,들기름 고등어 한상,1,0
2025-10-17,18:05,9000,카드,동치미 국수,1,0
2025-10-17,18:19,6000,카드,계란말이 추가,1,0
2025-10-17,18:42,39000,카드,들기름 고등어 한상,3,0
2025-10-17,18:59,17000,카드,소복 정식,1,0
2025-10-17,19:00,39000,카드,들기름 고등어 한상,3,0
2025-10-17,19:02,27000,카드,동치미 국수,3,0
2025-10-17,19:12,26000,카드,보리굴비 정식,1,0
2025-10-17,19:30,26000,카드,보리굴비 정식,1,0
2025-10-17,19:55,52000,카드,보리굴비 정식,2,0
2025-10-17,20:23,9000,카드,동치미 국수,1,0
2025-10-17,20:26,51000,현금,소복 정식,3,0
2025-10-17,20:40,17000,카드,소복 정식,1,0
2025-10-17,20:45,12000,카드,계란말이 추가,2,0
2025-10-17,20:51,6000,간편결제,계란말이 추가,1,0
2025-10-18,11:17,17000,카드,소복 정식,1,0
2025-10-18,11:41,6000,카드,계란말이 추가,1,0
2025-10-18,11:43,13000,간편결제,들기름 고등어 한상,1,0
2025-10-18,11:52,26000,카드,보리굴비 정식,1,0
2025-10-18,11:53,15000,카드,제철 반상,1,0
2025-10-18,12:01,17000,간편결제,소복 정식,1,0
2025-10-18,12:08,15000,현금,제철 반상,1,0
2025-10-18,12:12,17000,카드,소복 정식,1,0
2025-10-18,12:29,18000,현금,동치미 국수,2,0
2025-10-18,12:35,26000,카드,보리굴비 정식,1,0
2025-10-18,12:42,17000,현금,소복 정식,1,0
2025-10-18,12:46,9000,카드,동치미 국수,1,0
2025-10-18,13:14,18000,카드,동치미 국수,2,0
2025-10-18,13:22,9000,간편결제,동치미 국수,1,0
2025-10-18,13:39,26000,카드,보리굴비 정식,1,0
2025-10-18,13:43,21000,카드,묵은지 김치찜,1,0
2025-10-18,13:49,26000,카드,보리굴비 정식,1,0
2025-10-18,17:06,26000,현금,보리굴비 정식,1,0
2025-10-18,17:16,17000,카드,소복 정식,1,0
2025-10-18,17:33,9000,카드,동치미 국수,1,0
2025-10-18,17:58,15000,카드,제철 반상,1,0
2025-10-18,18:46,15000,카드,제철 반상,1,0
2025-10-18,18:49,42000,현금,묵은지 김치찜,2,0
2025-10-18,19:13,30000,간편결제,제철 반상,2,0
2025-10-18,19:23,17000,카드,소복 정식,1,0
2025-10-18,19:25,15000,카드,제철 반상,1,0
2025-10-18,19:44,12000,카드,계란말이 추가,2,0
2025-10-18,19:55,26000,간편결제,들기름 고등어 한상,2,0
2025-10-18,20:24,9000,카드,동치미 국수,1,0
2025-10-18,20:33,18000,카드,동치미 국수,2,0
2025-10-18,20:55,6000,카드,계란말이 추가,1,0
2025-10-19,11:05,21000,현금,묵은지 김치찜,1,0
2025-10-19,11:08,21000,카드,묵은지 김치찜,1,0
2025-10-19,11:11,6000,카드,계란말이 추가,1,0
2025-10-19,11:34,26000,카드,보리굴비 정식,1,0
2025-10-19,11:50,26000,카드,보리굴비 정식,1,0
2025-10-19,11:51,34000,카드,소복 정식,2,0
2025-10-19,11:59,9000,카드,동치미 국수,1,0
2025-10-19,12:01,30000,현금,제철 반상,2,0
2025-10-19,13:30,26000,카드,보리굴비 정식,1,0
2025-10-19,13:36,26000,카드,보리굴비 정식,1,0
2025-10-19,13:47,21000,간편결제,묵은지 김치찜,1,0
2025-10-19,17:09,21000,카드,묵은지 김치찜,1,0
2025-10-19,17:33,6000,간편결제,계란말이 추가,1,0
2025-10-19,17:36,34000,카드,소복 정식,2,0
2025-10-19,17:46,12000,카드,계란말이 추가,2,0
2025-10-19,17:51,17000,간편결제,소복 정식,1,0
2025-10-19,18:17,30000,간편결제,제철 반상,2,0
2025-10-19,18:31,26000,카드,보리굴비 정식,1,0
2025-10-19,18:35,26000,카드,보리굴비 정식,1,0
2025-10-19,18:47,52000,현금,보리굴비 정식,2,0
2025-10-19,18:51,21000,카드,묵은지 김치찜,1,0
2025-10-19,19:00,21000,현금,묵은지 김치찜,1,0
2025-10-19,20:01,26000,현금,들기름 고등어 한상,2,0
2025-10-19,20:16,17000,카드,소복 정식,1,0
2025-10-19,20:30,17000,카드,소복 정식,1,0
2025-10-19,20:33,26000,카드,보리굴비 정식,1,0
2025-10-19,20:35,63000,카드,묵은지 김치찜,3,0
2025-10-20,12:28,6000,카드,계란말이 추가,1,0
2025-10-20,12:50,17000,카드,소복 정식,1,0
2025-10-20,12:55,17000,카드,소복 정식,1,0
2025-10-20,13:04,17000,카드,소복 정식,1,0
2025-10-20,13:05,6000,현금,계란말이 추가,1,0
2025-10-20,13:07,6000,카드,계란말이 추가,1,0
2025-10-20,13:20,34000,카드,소복 정식,2,0
2025-10-20,13:23,13000,카드,들기름 고등어 한상,1,0
2025-10-20,13:25,15000,간편결제,제철 반상,1,0
2025-10-20,13:43,13000,카드,들기름 고등어 한상,1,0
2025-10-20,13:47,13000,카드,들기름 고등어 한상,1,0
2025-10-20,17:35,17000,간편결제,소복 정식,1,0
2025-10-20,17:47,78000,카드,보리굴비 정식,3,0
2025-10-20,17:48,21000,카드,묵은지 김치찜,1,0
2025-10-20,17:50,12000,카드,계란말이 추가,2,0
2025-10-20,17:58,6000,간편결제,계란말이 추가,1,0
2025-10-20,18:01,13000,카드,들기름 고등어 한상,1,0
2025-10-20,18:14,18000,카드,동치미 국수,2,0
2025-10-20,18:20,52000,카드,보리굴비 정식,2,0
2025-10-20,18:24,12000,현금,계란말이 추가,2,0
2025-10-20,18:27,26000,간편결제,보리굴비 정식,1,0
2025-10-20,18:40,26000,카드,보리굴비 정식,1,0
2025-10-20,18:55,6000,간편결제,계란말이 추가,1,0
2025-10-20,20:47,18000,카드,계란말이 추가,3,0
2025-10-20,20:53,9000,카드,동치미 국수,1,0
2025-10-21,11:22,18000,간편결제,동치미 국수,2,0
2025-10-21,11:31,6000,카드,계란말이 추가,1,0
2025-10-21,11:34,13000,카드,들기름 고등어 한상,1,0
2025-10-21,11:34,52000,카드,보리굴비 정식,2,0
2025-10-21,11:35,9000,간편결제,동치미 국수,1,0
2025-10-21,11:51,13000,카드,들기름 고등어 한상,1,0
2025-10-21,12:01,21000,카드,묵은지 김치찜,1,0
2025-10-21,12:12,9000,현금,동치미 국수,1,0
2025-10-21,12:34,12000,현금,계란말이 추가,2,0
2025-10-21,13:27,26000,현금,보리굴비 정식,1,0
2025-10-21,13:41,52000,카드,보리굴비 정식,2,0
2025-10-21,13:49,21000,카드,묵은지 김치찜,1,0
2025-10-21,17:38,78000,간편결제,보리굴비 정식,3,0
2025-10-21,17:40,9000,카드,동치미 국수,1,0
2025-10-21,17:57,6000,카드,계란말이 추가,1,0
2025-10-21,18:05,6000,카드,계란말이 추가,1,0
2025-10-21,18:06,6000,간편결제,계란말이 추가,1,0
2025-10-21,18:16,13000,간편결제,들기름 고등어 한상,1,0
2025-10-21,18:16,21000,카드,묵은지 김치찜,1,0
2025-10-21,18:21,18000,간편결제,동치미 국수,2,0
2025-10-21,18:32,6000,카드,계란말이 추가,1,0
2025-10-21,18:57,15000,카드,제철 반상,1,0
2025-10-21,19:14,21000,카드,묵은지 김치찜,1,0
2025-10-21,19:23,6000,카드,계란말이 추가,1,0
2025-10-21,19:27,26000,카드,보리굴비 정식,1,0
2025-10-21,20:26,13000,카드,들기름 고등어 한상,1,0
2025-10-22,11:19,26000,카드,보리굴비 정식,1,26000
2025-10-22,11:32,30000,카드,제철 반상,2,0
2025-10-22,12:03,15000,카드,제철 반상,1,0
2025-10-22,12:05,15000,카드,제철 반상,1,0
2025-10-22,12:26,51000,카드,소복 정식,3,0
2025-10-22,12:36,51000,카드,소복 정식,3,0
2025-10-22,12:51,26000,카드,보리굴비 정식,1,0
2025-10-22,12:56,9000,카드,동치미 국수,1,0
2025-10-22,12:59,17000,카드,소복 정식,1,0
2025-10-22,13:29,26000,카드,들기름 고등어 한상,2,0
2025-10-22,13:43,51000,카드,소복 정식,3,0
2025-10-22,17:22,26000,카드,보리굴비 정식,1,0
2025-10-22,17:25,13000,카드,들기름 고등어 한상,1,0
2025-10-22,17:28,17000,현금,소복 정식,1,0
2025-10-22,17:31,30000,카드,제철 반상,2,0
2025-10-22,19:01,12000,카드,계란말이 추가,2,0
2025-10-22,19:17,13000,현금,들기름 고등어 한상,1,0
2025-10-22,19:19,18000,현금,계란말이 추가,3,0
2025-10-22,19:22,78000,간편결제,보리굴비 정식,3,0
2025-10-22,19:28,9000,간편결제,동치미 국수,1,0
2025-10-22,19:37,13000,간편결제,들기름 고등어 한상,1,0
2025-10-22,19:49,9000,카드,동치미 국수,1,0
2025-10-22,20:07,15000,카드,제철 반상,1,0
2025-10-22,20:50,21000,카드,묵은지 김치찜,1,0
2025-10-23,11:23,15000,간편결제,제철 반상,1,0
2025-10-23,11:29,21000,간편결제,묵은지 김치찜,1,0
2025-10-23,11:35,15000,카드,제철 반상,1,0
2025-10-23,11:38,12000,현금,계란말이 추가,2,0
2025-10-23,12:07,9000,카드,동치미 국수,1,0
2025-10-23,12:15,6000,현금,계란말이 추가,1,0
2025-10-23,12:16,26000,간편결제,보리굴비 정식,1,0
2025-10-23,12:41,12000,카드,계란말이 추가,2,0
2025-10-23,12:44,17000,카드,소복 정식,1,0
2025-10-23,12:48,52000,카드,보리굴비 정식,2,0
2025-10-23,13:12,18000,카드,동치미 국수,2,0
2025-10-23,13:24,15000,간편결제,제철 반상,1,0
2025-10-23,13:34,26000,카드,보리굴비 정식,1,0
2025-10-23,13:42,17000,간편결제,소복 정식,1,0
2025-10-23,13:48,21000,카드,묵은지 김치찜,1,0
2025-10-23,13:58,6000,카드,계란말이 추가,1,0
2025-10-23,17:04,21000,카드,묵은지 김치찜,1,0
2025-10-23,17:30,6000,카드,계란말이 추가,1,0
2025-10-23,17:50,12000,카드,계란말이 추가,2,0
2025-10-23,17:55,9000,간편결제,동치미 국수,1,0
2025-10-23,18:18,13000,카드,들기름 고등어 한상,1,0
2025-10-23,18:54,26000,카드,보리굴비 정식,1,0
2025-10-23,18:58,9000,간편결제,동치미 국수,1,0
2025-10-23,19:08,26000,카드,보리굴비 정식,1,0
2025-10-23,19:15,26000,카드,보리굴비 정식,1,0
2025-10-23,19:16,26000,카드,보리굴비 정식,1,0
2025-10-23,19:41,78000,카드,보리굴비 정식,3,0
2025-10-23,19:49,18000,간편결제,동치미 국수,2,0
2025-10-23,19:54,26000,간편결제,들기름 고등어 한상,2,0
2025-10-23,20:08,9000,간편결제,동치미 국수,1,0
2025-10-23,20:34,78000,카드,보리굴비 정식,3,0
2025-10-23,20:48,13000,간편결제,들기름 고등어 한상,1,0
2025-10-24,11:04,15000,카드,제철 반상,1,0
2025-10-24,11:33,26000,간편결제,들기름 고등어 한상,2,0
2025-10-24,12:04,21000,카드,묵은지 김치찜,1,0
2025-10-24,12:05,26000,카드,들기름 고등어 한상,2,0
2025-10-24,12:06,26000,카드,보리굴비 정식,1,0
2025-10-24,12:23,13000,카드,들기름 고등어 한상,1,0
2025-10-24,12:23,13000,카드,들기름 고등어 한상,1,0
2025-10-24,12:29,15000,카드,제철 반상,1,0
2025-10-24,12:38,21000,현금,묵은지 김치찜,1,0
2025-10-24,13:03,13000,카드,들기름 고등어 한상,1,0
2025-10-24,13:03,9000,카드,동치미 국수,1,0
2025-10-24,13:07,18000,간편결제,동치미 국수,2,0
2025-10-24,13:27,13000,간편결제,들기름 고등어 한상,1,0
2025-10-24,13:35,21000,카드,묵은지 김치찜,1,0
2025-10-24,13:47,52000,현금,보리굴비 정식,2,0
2025-10-24,13:50,42000,카드,묵은지 김치찜,2,0
2025-10-24,17:05,18000,간편결제,계란말이 추가,3,0
2025-10-24,17:22,26000,카드,보리굴비 정식,1,0
2025-10-24,17:35,17000,현금,소복 정식,1,0
2025-10-24,18:09,15000,카드,제철 반상,1,0
2025-10-24,18:13,9000,카드,동치미 국수,1,0
2025-10-24,18:16,17000,카드,소복 정식,1,0
2025-10-24,18:39,9000,카드,동치미 국수,1,0
2025-10-24,19:00,45000,카드,제철 반상,3,0
2025-10-24,19:04,15000,현금,제철 반상,1,0
2025-10-24,20:06,17000,카드,소복 정식,1,0
2025-10-24,20:07,30000,간편결제,제철 반상,2,0
2025-10-24,20:17,21000,카드,묵은지 김치찜,1,0
2025-10-24,20:23,26000,카드,보리굴비 정식,1,0
2025-10-24,20:45,30000,간편결제,제철 반상,2,0
2025-10-24,20:58,30000,카드,제철 반상,2,0
2025-10-25,11:31,9000,현금,동치미 국수,1,0
2025-10-25,12:00,6000,카드,계란말이 추가,1,0
2025-10-25,12:38,17000,카드,소복 정식,1,0
2025-10-25,13:10,9000,카드,동치미 국수,1,0
2025-10-25,13:30,30000,카드,제철 반상,2,0
2025-10-25,13:30,13000,카드,들기름 고등어 한상,1,0
2025-10-25,13:53,26000,카드,보리굴비 정식,1,0
2025-10-25,17:13,13000,카드,들기름 고등어 한상,1,0
2025-10-25,17:25,34000,카드,소복 정식,2,0
2025-10-25,17:30,15000,카드,제철 반상,1,0
2025-10-25,17:33,42000,현금,묵은지 김치찜,2,0
2025-10-25,17:36,9000,간편결제,동치미 국수,1,0
2025-10-25,17:42,26000,카드,보리굴비 정식,1,0
2025-10-25,17:57,6000,카드,계란말이 추가,1,0
2025-10-25,18:20,9000,카드,동치미 국수,1,0
2025-10-25,18:31,27000,간편결제,동치미 국수,3,0
2025-10-25,18:43,26000,카드,들기름 고등어 한상,2,0
2025-10-25,18:50,15000,카드,제철 반상,1,0
2025-10-25,18:51,18000,간편결제,동치미 국수,2,0
2025-10-25,18:53,15000,현금,제철 반상,1,15000
2025-10-25,18:56,15000,카드,제철 반상,1,0
2025-10-25,19:16,15000,카드,제철 반상,1,0
2025-10-25,19:30,17000,카드,소복 정식,1,0
2025-10-25,20:01,26000,간편결제,보리굴비 정식,1,0
2025-10-25,20:01,13000,카드,들기름 고등어 한상,1,0
2025-10-25,20:16,26000,간편결제,보리굴비 정식,1,0
2025-10-25,20:19,18000,간편결제,동치미 국수,2,0
2025-10-25,20:35,17000,카드,소복 정식,1,0
2025-10-25,20:48,9000,현금,동치미 국수,1,0
2025-10-25,20:48,15000,간편결제,제철 반상,1,0
2025-10-26,11:01,26000,간편결제,보리굴비 정식,1,0
2025-10-26,11:02,26000,카드,보리굴비 정식,1,0
2025-10-26,11:05,17000,카드,소복 정식,1,0
2025-10-26,11:12,15000,카드,제철 반상,1,0
2025-10-26,11:31,26000,카드,보리굴비 정식,1,0
2025-10-26,11:33,15000,간편결제,제철 반상,1,0
2025-10-26,11:43,9000,카드,동치미 국수,1,0
2025-10-26,11:57,17000,간편결제,소복 정식,1,0
2025-10-26,11:59,26000,카드,보리굴비 정식,1,0
2025-10-26,12:00,15000,카드,제철 반상,1,0
2025-10-26,12:02,17000,간편결제,소복 정식,1,0
2025-10-26,12:06,26000,간편결제,보리굴비 정식,1,0
2025-10-26,12:13,17000,카드,소복 정식,1,0
2025-10-26,12:24,13000,카드,들기름 고등어 한상,1,0
2025-10-26,13:33,12000,간편결제,계란말이 추가,2,0
2025-10-26,13:58,30000,간편결제,제철 반상,2,0
2025-10-26,17:25,26000,카드,보리굴비 정식,1,0
2025-10-26,17:28,17000,카드,소복 정식,1,0
2025-10-26,17:50,9000,현금,동치미 국수,1,0
2025-10-26,18:03,6000,카드,계란말이 추가,1,0
2025-10-26,18:03,9000,카드,동치미 국수,1,0
2025-10-26,18:20,26000,간편결제,보리굴비 정식,1,0
2025-10-26,18:24,9000,현금,동치미 국수,1,0
2025-10-26,18:28,13000,카드,들기름 고등어 한상,1,0
2025-10-26,18:38,52000,카드,보리굴비 정식,2,0
2025-10-26,19:47,34000,카드,소복 정식,2,0
2025-10-26,20:06,17000,카드,소복 정식,1,0
2025-10-26,20:28,39000,카드,들기름 고등어 한상,3,0
2025-10-26,20:34,6000,간편결제,계란말이 추가,1,0
2025-10-28,11:37,9000,카드,동치미 국수,1,0
2025-10-28,11:43,13000,현금,들기름 고등어 한상,1,0
2025-10-28,11:57,15000,현금,제철 반상,1,0
2025-10-28,11:58,6000,간편결제,계란말이 추가,1,0
2025-10-28,12:28,17000,카드,소복 정식,1,0
2025-10-28,12:49,26000,카드,들기름 고등어 한상,2,0
2025-10-28,12:54,21000,카드,묵은지 김치찜,1,0
2025-10-28,13:20,34000,카드,소복 정식,2,0
2025-10-28,13:26,6000,카드,계란말이 추가,1,0
2025-10-28,13:29,52000,카드,보리굴비 정식,2,0
2025-10-28,13:37,21000,카드,묵은지 김치찜,1,0
2025-10-28,13:53,42000,카드,묵은지 김치찜,2,0
2025-10-28,17:27,21000,현금,묵은지 김치찜,1,0
2025-10-28,17:32,12000,카드,계란말이 추가,2,0
2025-10-28,17:46,26000,카드,보리굴비 정식,1,0
2025-10-28,17:57,6000,카드,계란말이 추가,1,0
2025-10-28,18:03,26000,카드,보리굴비 정식,1,0
2025-10-28,18:17,12000,카드,계란말이 추가,2,0
2025-10-28,18:57,21000,카드,묵은지 김치찜,1,0
2025-10-28,19:13,21000,카드,묵은지 김치찜,1,0
2025-10-28,19:39,26000,카드,보리굴비 정식,1,0
2025-10-28,19:56,13000,카드,들기름 고등어 한상,1,0
2025-10-28,19:56,17000,카드,소복 정식,1,0
2025-10-28,19:59,15000,카드,제철 반상,1,0
2025-10-28,20:35,6000,카드,계란말이 추가,1,0
2025-10-28,20:42,15000,카드,제철 반상,1,0
2025-10-28,20:48,18000,카드,동치미 국수,2,0
2025-10-29,11:05,17000,간편결제,소복 정식,1,0
2025-10-29,11:24,21000,간편결제,묵은지 김치찜,1,0
2025-10-29,11:29,26000,카드,보리굴비 정식,1,0
2025-10-29,12:01,12000,카드,계란말이 추가,2,0
2025-10-29,12:02,17000,카드,소복 정식,1,0
2025-10-29,12:20,26000,간편결제,들기름 고등어 한상,2,0
2025-10-29,12:32,17000,카드,소복 정식,1,0
2025-10-29,12:46,6000,카드,계란말이 추가,1,0
2025-10-29,12:46,21000,간편결제,묵은지 김치찜,1,0
2025-10-29,12:47,26000,카드,보리굴비 정식,1,0
2025-10-29,13:27,15000,카드,제철 반상,1,0
2025-10-29,13:32,12000,카드,계란말이 추가,2,0
2025-10-29,13:49,30000,간편결제,제철 반상,2,0
2025-10-29,13:55,42000,카드,묵은지 김치찜,2,0
2025-10-29,13:56,6000,카드,계란말이 추가,1,0
2025-10-29,17:13,21000,카드,묵은지 김치찜,1,0
2025-10-29,17:20,26000,카드,보리굴비 정식,1,0
2025-10-29,17:26,15000,카드,제철 반상,1,0
2025-10-29,17:30,26000,카드,보리굴비 정식,1,0
2025-10-29,18:08,6000,카드,계란말이 추가,1,0
2025-10-29,18:13,26000,카드,보리굴비 정식,1,0
2025-10-29,18:39,13000,카드,들기름 고등어 한상,1,0
2025-10-29,18:41,6000,카드,계란말이 추가,1,0
2025-10-29,19:09,17000,간편결제,소복 정식,1,0
2025-10-29,19:27,12000,카드,계란말이 추가,2,0
2025-10-29,19:32,26000,카드,보리굴비 정식,1,0
2025-10-29,19:58,21000,카드,묵은지 김치찜,1,0
2025-10-29,20:16,26000,카드,들기름 고등어 한상,2,0
2025-10-29,20:55,9000,카드,동치미 국수,1,0
2025-10-30,11:11,13000,간편결제,들기름 고등어 한상,1,0
2025-10-30,11:24,17000,카드,소복 정식,1,0
2025-10-30,11:38,15000,간편결제,제철 반상,1,0
2025-10-30,11:54,9000,카드,동치미 국수,1,0
